year,trifd,frs id,facility name,street address,city,county,st,zip,bia,tribe,latitude,longitude,horizontal datum,parent co name,parent co db num,standard parent co name,foreign parent co name,foreign parent co db num,standard foreign parent co name,federal facility,industry sector code,industry sector,primary sic,sic 2,sic 3,sic 4,sic 5,sic 6,primary naics,naics 2,naics 3,naics 4,naics 5,naics 6,doc_ctrl_num,chemical,elemental metal included,tri chemical/compound id,cas#,srs id,clean air act chemical,classification,metal,metal category,carcinogen,pbt,pfas,form type,unit of measure,5.1 - fugitive air,5.2 - stack air,5.3 - water,5.4 - underground,5.4.1 - underground cl i,5.4.2 - underground c ii-v,5.5.1 - landfills,5.5.1a - rcra c landfill,5.5.1b - other landfills,5.5.2 - land treatment,5.5.3 - surface impndmnt,5.5.3a - rcra surface im,5.5.3b - other surface i,5.5.4 - other disposal,on-site release total,6.1 - potw - trns rlse,6.1 - potw - trns trt,potw - total transfers,6.2 - m10,6.2 - m41,6.2 - m62,6.2 - m40 metal,6.2 - m61 metal,6.2 - m71,6.2 - m81,6.2 - m82,6.2 - m72,6.2 - m63,6.2 - m66,6.2 - m67,6.2 - m64,6.2 - m65,6.2 - m73,6.2 - m79,6.2 - m90,6.2 - m94,6.2 - m99,off-site release total,6.2 - m20,6.2 - m24,6.2 - m26,6.2 - m28,6.2 - m93,off-site recycled total,6.2 - m56,6.2 - m92,off-site energy recovery t,6.2 - m40 non-metal,6.2 - m50,6.2 - m54,6.2 - m61 non-metal,6.2 - m69,6.2 - m95,off-site treated total,6.2 - unclassified,6.2 - total transfer,total releases,8.1 - releases,8.1a - on-site contained,8.1b - on-site other,8.1c - off-site contain,8.1d - off-site other r,8.2 - energy recover on,8.3 - energy recover of,8.4 - recycling on site,8.5 - recycling off sit,8.6 - treatment on site,8.7 - treatment off site,production wste (8.1-8.7),8.8 - one-time release,prod_ratio_or_ activity,8.9 - production ratio
2016,05491HRCLSPANTO,110000826848,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,,,44.163130,-73.262670,,RAYTHEON TECHNOLOGIES CORP,001344142,RTX CORP,NA,,NA,NO,336,Transportation Equipment,,,,,,,336413,,,,,,1316215562327,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0.1600000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.1600000000,0.5300000000,0E-10,0.5300000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,40.5000000000,52.8000000000,93.8300000000,0E-10,1.8000000000,0E-10,0E-10,0E-10,1.8000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,95.6300000000,93.9900000000,0E-10,0E-10,0.1600000000,0.3339000000,93.4961000000,0E-10,0E-10,0E-10,1.8000000000,0E-10,0E-10,95.7900000,,PRODUCTION,4.39
2016,0549WPKNDS346AV,110043670113,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,,,44.462638,-73.132244,,CRH AMERICAS INC,037176591,CRH AMERICAS INC,CRH PLC,037176591,CRH PUBLIC LTD CO,NO,324,Petroleum,,,,,,,324121,,,,,,1316215335858,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.2000000000,0E-10,0.2000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.2000000000,0E-10,0E-10,0E-10,0E-10,0.3000000000,0.3000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.5000000000,0.2000000000,0E-10,0E-10,0E-10,0E-10,0.2000000000,0E-10,0E-10,0E-10,0.3000000000,0E-10,0E-10,0.5000000,,PRODUCTION,0.92
2016,05701GNRLL210CO,110000314909,GE AEROSPACE PLANT 1,210 COLUMBIAN AVE,RUTLAND,RUTLAND,VT,05701,,,43.607180,-72.992093,,GENERAL ELECTRIC CO (GE CO),001367960,GENERAL ELECTRIC CO (GE CO),NA,,NA,NO,336,Transportation Equipment,,,,,,,336412,,,,,,1316215361522,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.6000000000,0E-10,0.6000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.3000000000,0E-10,0E-10,0E-10,0E-10,96.0000000000,0E-10,96.9000000000,0E-10,180.2000000000,0E-10,0E-10,0E-10,180.2000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,277.1000000000,96.9000000000,0E-10,0E-10,0E-10,0.3000000000,97.0000000000,0E-10,0E-10,0E-10,180.0000000000,0E-10,0E-10,277.3000000,,PRODUCTION,0.96
2016,0573WPKNDS2275R,110008211363,PIKE INDUSTRIES INC - DANBY (C613 & P733),2275 ROUTE 7,DANBY,RUTLAND,VT,05739,,,43.395709,-72.999015,,OLDCASTLE INC,037176591,CRH AMERICAS INC,,,,NO,324,Petroleum,,,,,,,324121,,,,,,1316215337522,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-7,,PRODUCTION,0.81
2016,05759GNRLL16WIN,,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,,,43.577095,-72.961317,,GENERAL ELECTRIC CO (GE CO),001367960,GENERAL ELECTRIC CO (GE CO),NA,,NA,NO,336,Transportation Equipment,,,,,,,336412,,,,,,1316215361561,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,1.3000000000,0E-10,1.3000000000,0E-10,0E-10,1.1000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,9.6000000000,0E-10,0E-10,0E-10,0E-10,214.4000000000,0E-10,226.4000000000,0E-10,484.8000000000,0E-10,0E-10,0E-10,484.8000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,711.2000000000,226.4000000000,0E-10,0E-10,0E-10,9.6000000000,220.0000000000,0E-10,0E-10,0E-10,480.0000000000,0E-10,0E-10,709.6000000,,PRODUCTION,0.96
2016,05764FRSTL212ID,110005299998,FIRST LIGHT TECHNOLOGIES INC,212 IDEAL WAY,POULTNEY,RUTLAND,VT,05764,,,43.519615,-73.235417,,NA,,NA,NA,,NA,NO,335,Electrical Equipment,,,,,,,335110,,,,,,1316215026802,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-7,,,
2016,0581WPKNDS2884D,110010911834,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,,,44.375664,-71.952071,,CRH AMERICAS INC,037176591,CRH AMERICAS INC,CRH PLC,037176591,CRH PUBLIC LTD CO,NO,324,Petroleum,,,,,,,324121,,,,,,1316215348677,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.3000000000,0.3000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.3000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.3000000000,0E-10,0E-10,0.3000000,,PRODUCTION,1.03
2016,05860RLNSDRAILR,110012499787,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,,,44.807792,-72.204520,,ETHAN ALLEN OPERATIONS INC,001213545,ETHAN ALLEN OPERATIONS INC,NA,,NA,NO,337,Furniture,,,,,,,337122,,,,,,1316215000050,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0E-10,3.7410000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,3.7410000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,3.7410000000,0E-10,0E-10,3.7410000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,3.7410000,,PRODUCTION,0.99
2016,05902THNLLMAINS,110000871156,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,,,45.010741,-71.506558,,ETHAN ALLEN OPERATIONS INC,001213545,ETHAN ALLEN OPERATIONS INC,NA,,NA,NO,337,Furniture,,,,,,,337122,,,,,,1316214999411,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0E-10,6.5290000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,6.5290000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,6.5290000000,0E-10,0E-10,6.5290000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,6.5290000,,PRODUCTION,0.93
2017,05101WHTNYINDUS,110007400936,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,,,43.164891,-72.453573,,NA,,NA,NA,,NA,NO,335,Electrical Equipment,,,,,,,335931,,,,,,1317216035081,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0E-10,0.1100000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.1100000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,17.3000000000,17.3000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,17.3000000000,0.1100000000,0E-10,0E-10,0.1100000000,0E-10,0E-10,0E-10,0E-10,0E-10,17.3000000000,0E-10,0E-10,17.4100000,,PRODUCTION,1.00
2017,0515WSRMYNARMRY,110055497519,US ARMY NATIONAL GUARD WESTMINSTER TRAINING SITE (RANGE),ARMORY LANE,WESTMINSTER,WINDHAM,VT,05158,,,43.084705,-72.451921,,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,,,,YES,999,Other,,,,,,,928110,,,,,,1317216117299,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,4.6200000000,4.6200000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,4.6200000000,0E-10,0E-10,4.6200000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,4.6200000,,ACTIVITY,1.30
2017,05201TNSTRWESTR,110007400963,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,,,42.881093,-73.247022,,VISHAY INTERTECHNOLOGY INC,NA,VISHAY INTERTECHNOLOGY INC,NA,,NA,NO,334,Computers and Electronic Products,,,,,,,334416,,,,,,1317215989726,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,189.0000000000,0E-10,0E-10,0E-10,189.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,189.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,189.0000000000,0E-10,0E-10,189.0000000,,PRODUCTION,0.71
2017,05301FLFLXPUTNE,110000581567,GARWARE FULFLEX USA INC.,32 JUSTIN HOLDEN DR,BRATTLEBORO,WINDHAM,VT,05301,,,42.885623,-72.555569,,NA,,NA,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326299,,,,,,1317215965740,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,115.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,115.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,115.0000000000,115.0000000000,0E-10,0E-10,0E-10,115.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,115.0000000,,PRODUCTION,1.06
2017,05465SRMYTETHAN,110037143365,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,,,44.480478,-72.967643,,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,NA,,NA,YES,999,Other,,,,,,,928110,,,,,,1317216117236,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,13199.9000000000,13199.9000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,13199.9000000000,0E-10,0E-10,13199.9000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,13199.9000000,,ACTIVITY,0.98
2017,0547WPKNDS326CA,110007329275,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,,,44.085888,-73.181918,,CRH AMERICAS INC,037176591,CRH AMERICAS INC,CRH PLC,037176591,CRH PUBLIC LTD CO,NO,324,Petroleum,,,,,,,324121,,,,,,1317216354528,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-7,,PRODUCTION,1.28
2017,05485BSCSCMILLS,110007328490,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,,,44.906475,-72.978457,,SMURFIT WESTROCK U.S. HOLDING CO,NA,SMURFIT WESTROCK US HOLDING CO,SMURFIT WESTROCK PUBLIC LTD CO,985693623,SMURFIT WESTROCK PUBLIC LTD CO,NO,322,Paper,,,,,,,322130,,,,,,1317216053544,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0.3600000000,0.2300000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.5900000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,87.6800000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,87.6800000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,87.6800000000,88.2700000000,0E-10,0E-10,0.5900000000,8.4800000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,9.0700000,79.2000000,PRODUCTION,0.99
2017,05491HRCLSPANTO,110000826848,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,,,44.163130,-73.262670,,RAYTHEON TECHNOLOGIES CORP,001344142,RTX CORP,NA,,NA,NO,336,Transportation Equipment,,,,,,,336413,,,,,,1317216151365,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0.1800000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.1800000000,0.3000000000,0E-10,0.3000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,59.0000000000,0E-10,0E-10,59.3000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,59.3000000000,59.4800000000,0E-10,0E-10,0.1800000000,0.1890000000,59.1110000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,59.4800000,,PRODUCTION,0.50
2017,0549WPKNDS346AV,110043670113,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,,,44.462638,-73.132244,,CRH AMERICAS INC,037176591,CRH AMERICAS INC,CRH PLC,037176591,CRH PUBLIC LTD CO,NO,324,Petroleum,,,,,,,324121,,,,,,1317216241416,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.5000000000,0.5000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.5000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.5000000000,0E-10,0E-10,0.5000000,,PRODUCTION,1.40
2017,05701GNRLL210CO,110000314909,GE AEROSPACE PLANT 1,210 COLUMBIAN AVE,RUTLAND,RUTLAND,VT,05701,,,43.607180,-72.992093,,GENERAL ELECTRIC CO (GE CO),001367960,GENERAL ELECTRIC CO (GE CO),NA,,NA,NO,336,Transportation Equipment,,,,,,,336412,,,,,,1317215989688,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.4000000000,0E-10,0.4000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0.3000000000,0E-10,0E-10,0E-10,0E-10,101.0000000000,0E-10,101.7000000000,0E-10,3.0000000000,0E-10,0E-10,300.0000000000,303.0000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,404.7000000000,101.7000000000,0E-10,0E-10,0E-10,0.3000000000,100.0000000000,0E-10,0E-10,0E-10,300.0000000000,0E-10,0E-10,400.3000000,,PRODUCTION,0.93
2017,0573WPKNDS2275R,110008211363,PIKE INDUSTRIES INC - DANBY (C613 & P733),2275 ROUTE 7,DANBY,RUTLAND,VT,05739,,,43.395709,-72.999015,,OLDCASTLE INC,037176591,CRH AMERICAS INC,,,,NO,324,Petroleum,,,,,,,324121,,,,,,1317216157014,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-7,,,
2017,05759GNRLL16WIN,,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,,,43.577095,-72.961317,,GENERAL ELECTRIC CO (GE CO),001367960,GENERAL ELECTRIC CO (GE CO),NA,,NA,NO,336,Transportation Equipment,,,,,,,336412,,,,,,1317215989789,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,1.4000000000,0E-10,1.4000000000,0E-10,0E-10,1.3000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,8.8000000000,0E-10,0E-10,0E-10,0E-10,233.1000000000,0E-10,244.6000000000,0E-10,811.2000000000,0E-10,0E-10,0E-10,811.2000000000,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,1055.8000000000,244.6000000000,0E-10,0E-10,0E-10,9.7000000000,230.0000000000,0E-10,0E-10,0E-10,810.0000000000,0E-10,0E-10,1049.7000000,,PRODUCTION,0.93
2017,05764FRSTL212ID,110005299998,FIRST LIGHT TECHNOLOGIES INC,212 IDEAL WAY,POULTNEY,RUTLAND,VT,05764,,,43.519615,-73.235417,,NA,,NA,NA,,NA,NO,335,Electrical Equipment,,,,,,,335110,,,,,,1317216078648,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-10,0E-7,,PRODUCTION,1.00
